Plant Name,Min Temperature,Max Temperature,Avg Temperature,Avg Rainfall,Soil,Zone,Humidity,Sunlight,Is_grow
Banana,20,35,27.5,1500,Alluvial,AW,75,6,1
Banana,18,39,28.5,1675,Alluvial,CWB,90,7,0
Banana,21.17,36.75,28.96,1704.17,Laterite,CWA,80.83,7.17,1
Banana,20.15,35.23,27.69,1526.92,Black,AW,75.77,6.15,1
Banana,20,41,30.5,1825,Mountain,AM,100,9,0
Banana,20.46,35.69,28.075,1580.765,Red & Yellow,AM,77.31,6.46,1
Banana,18.67,39.67,29.17,1725,Mountain,DFC,93.33,7.67,0
Banana,19,40,29.5,1750,Alluvial,BWH,95,8,0
Banana,20.31,35.46,27.885,1553.845,Red & Yellow,AM,76.54,6.31,1
Banana,20.46,35.69,28.075,1580.765,Alluvial,AW,77.31,6.46,1
Banana,20.31,35.46,27.885,1553.845,Black,AW,76.54,6.31,1
Banana,20.77,36.15,28.46,1634.615,Alluvial,AW,78.85,6.77,1
Banana,21,36.5,28.75,1675,Laterite,AM,80,7,1
Banana,20,35,27.5,1500,Black,AW,75,6,1
Banana,19,40,29.5,1750,Red & Yellow,AF,95,8,0
Banana,19,40,29.5,1750,Mountain,AW,95,8,0
Banana,20,41,30.5,1825,Laterite,BSH,100,9,0
Banana,20.77,36.15,28.46,1634.615,Red & Yellow,AM,78.85,6.77,1
Banana,21.23,36.85,29.04,1715.385,Black,AW,81.15,7.23,1
Banana,18.5,39.5,29,1712.5,Alluvial,BWH,92.5,7.5,0
Banana,20.46,35.69,28.075,1580.765,Black,AW,77.31,6.46,1
Banana,21,36.5,28.75,1675,Laterite,CWA,80,7,1
Banana,21.85,37.77,29.81,1823.08,Black,CWA,84.23,7.85,1
Banana,20.67,36,28.335,1616.67,Laterite,AM,78.33,6.67,1
Banana,19.5,40.5,30,1787.5,Red & Yellow,CWB,97.5,8.5,0
Banana,20,35,27.5,1500,Red & Yellow,AM,75,6,1
Banana,19.5,40.5,30,1787.5,Red & Yellow,ET,97.5,8.5,0
Banana,18,39,28.5,1675,Red & Yellow,BSH,90,7,0
Banana,21.08,36.62,28.85,1688.46,Black,CWA,80.38,7.08,1
Banana,20.33,35.5,27.915,1558.33,Red & Yellow,CWA,76.67,6.33,1
Banana,20.46,35.69,28.075,1580.765,Red & Yellow,AW,77.31,6.46,1
Banana,20,41,30.5,1825,Mountain,DFC,100,9,0
Banana,18.5,39.5,29,1712.5,Alluvial,CWB,92.5,7.5,0
Banana,18,39,28.5,1675,Arid,BWH,90,7,0
Banana,19.33,40.33,29.83,1775,Mountain,DFC,96.67,8.33,0
Banana,20,41,30.5,1825,Arid,BWH,100,9,0
Banana,21.5,37.25,29.375,1762.5,Laterite,AW,82.5,7.5,1
Banana,21.08,36.62,28.85,1688.46,Alluvial,CWA,80.38,7.08,1
Banana,20.5,35.75,28.125,1587.5,Red & Yellow,CWA,77.5,6.5,1
Banana,19,40,29.5,1750,Red & Yellow,ET,95,8,0
Banana,20.17,35.25,27.71,1529.17,Laterite,AM,75.83,6.17,1
Coconut,19,38,28.5,1975,Laterite,BSH,55,7,0
Coconut,19,38,28.5,1975,Red & Yellow,BSH,55,7,0
Coconut,17.67,36.67,27.17,1875,Alluvial,BSH,45,5.67,0
Coconut,20.95,33.43,27.19,1895.24,Red & Yellow,AM,69.52,8.95,1
Coconut,21.7,34.55,28.125,1970,Red & Yellow,AF,77,9.7,1
Coconut,21.8,34.7,28.25,1980,Laterite,AM,78,9.8,1
Coconut,17,36,26.5,1825,Mountain,DFC,40,5,0
Coconut,20.86,33.29,27.075,1885.71,Alluvial,AW,68.57,8.86,1
Coconut,21.2,33.8,27.5,1920,Red & Yellow,AF,72,9.2,1
Coconut,19,38,28.5,1975,Arid,BSH,55,7,0
Coconut,17.67,36.67,27.17,1875,Mountain,DFC,45,5.67,0
Coconut,20.5,32.75,26.625,1850,Red & Yellow,AW,65,8.5,1
Coconut,20.7,33.05,26.875,1870,Red & Yellow,AF,67,8.7,1
Coconut,21.33,34,27.665,1933.33,Alluvial,AW,73.33,9.33,1
Coconut,21.5,34.25,27.875,1950,Red & Yellow,AW,75,9.5,1
Coconut,18.33,37.33,27.83,1925,Laterite,BSH,50,6.33,0
Coconut,19,38,28.5,1975,Laterite,CWB,55,7,0
Coconut,21.1,33.65,27.375,1910,Laterite,AW,71,9.1,1
Coconut,20.1,32.15,26.125,1810,Red & Yellow,AW,61,8.1,1
Coconut,21.71,34.57,28.14,1971.43,Red & Yellow,AM,77.14,9.71,1
Coconut,20.57,32.86,26.715,1857.14,Alluvial,AW,65.71,8.57,1
Coconut,20.29,32.43,26.36,1828.57,Red & Yellow,AM,62.86,8.29,1
Coconut,20,32,26,1800,Laterite,AW,60,8,1
Coconut,19,38,28.5,1975,Red & Yellow,CWB,55,7,0
Coconut,21,33.5,27.25,1900,Red & Yellow,AF,70,9,1
Coconut,21.43,34.14,27.785,1942.86,Alluvial,AW,74.29,9.43,1
Coconut,18.33,37.33,27.83,1925,Laterite,BWH,50,6.33,0
Coconut,19,38,28.5,1975,Black,AW,55,7,0
Coconut,22,35,28.5,2000,Red & Yellow,AM,80,10,1
Coconut,20.1,32.14,26.12,1809.52,Alluvial,AW,60.95,8.1,1
Coconut,17,36,26.5,1825,Alluvial,BSH,40,5,0
Coconut,20.7,33.05,26.875,1870,Red & Yellow,AW,67,8.7,1
Coconut,21.7,34.55,28.125,1970,Laterite,AW,77,9.7,1
Coconut,22,35,28.5,2000,Laterite,AM,80,10,1
Coconut,21.52,34.29,27.905,1952.38,Alluvial,AW,75.24,9.52,1
Coconut,21.81,34.71,28.26,1980.95,Red & Yellow,AM,78.1,9.81,1
Coconut,21,33.5,27.25,1900,Laterite,AM,70,9,1
Coconut,21.5,34.25,27.875,1950,Red & Yellow,AF,75,9.5,1
Coconut,21.24,33.86,27.55,1923.81,Alluvial,AW,72.38,9.24,1
Coconut,21.33,34,27.665,1933.33,Red & Yellow,AM,73.33,9.33,1
Coconut,17.67,36.67,27.17,1875,Red & Yellow,ET,45,5.67,0
Coconut,18.33,37.33,27.83,1925,Arid,BWH,50,6.33,0
Coconut,17.67,36.67,27.17,1875,Laterite,CWB,45,5.67,0
Coconut,18.33,37.33,27.83,1925,Black,AW,50,6.33,0
Coconut,20.2,32.3,26.25,1820,Red & Yellow,AF,62,8.2,1
Coconut,20.8,33.2,27,1880,Red & Yellow,AW,68,8.8,1
Coconut,17,36,26.5,1825,Black,AW,40,5,0
Coconut,20,32,26,1800,Alluvial,AW,60,8,1
Coconut,21.14,33.71,27.425,1914.29,Alluvial,AW,71.43,9.14,1
Coconut,17,36,26.5,1825,Laterite,CWA,40,5,0
Coconut,20.2,32.3,26.25,1820,Laterite,AM,62,8.2,1
Coconut,17,36,26.5,1825,Laterite,BWH,40,5,0
Coconut,17.67,36.67,27.17,1875,Mountain,CWB,45,5.67,0
Coconut,20.95,33.43,27.19,1895.24,Alluvial,AM,69.52,8.95,1
Coconut,20.38,32.57,26.475,1838.1,Alluvial,AW,63.81,8.38,1
Coconut,21.7,34.55,28.125,1970,Laterite,AM,77,9.7,1
Coconut,17.67,36.67,27.17,1875,Mountain,ET,45,5.67,0
Coconut,17.67,36.67,27.17,1875,Laterite,BSH,45,5.67,0
Coconut,17,36,26.5,1825,Alluvial,CWA,40,5,0
Coconut,18.33,37.33,27.83,1925,Laterite,CWB,50,6.33,0
Coconut,20.1,32.15,26.125,1810,Laterite,AM,61,8.1,1
Coconut,21.24,33.86,27.55,1923.81,Alluvial,AM,72.38,9.24,1
Coconut,20,32,26,1800,Red & Yellow,AM,60,8,1
Coconut,18.33,37.33,27.83,1925,Alluvial,BSH,50,6.33,0
Coconut,21.81,34.71,28.26,1980.95,Alluvial,AM,78.1,9.81,1
Coconut,19,38,28.5,1975,Red & Yellow,ET,55,7,0
Coconut,21.7,34.55,28.125,1970,Red & Yellow,AW,77,9.7,1
Coconut,17.67,36.67,27.17,1875,Mountain,AW,45,5.67,0
Coconut,17,36,26.5,1825,Red & Yellow,BSH,40,5,0
Coconut,17.67,36.67,27.17,1875,Black,BSH,45,5.67,0
Coconut,21.52,34.29,27.905,1952.38,Alluvial,AM,75.24,9.52,1
Coconut,21.4,34.1,27.75,1940,Laterite,AW,74,9.4,1
Coconut,21.4,34.1,27.75,1940,Red & Yellow,AF,74,9.4,1
Coconut,21,33.5,27.25,1900,Laterite,AW,70,9,1
Coconut,20.86,33.29,27.075,1885.71,Alluvial,AM,68.57,8.86,1
Coconut,19,38,28.5,1975,Laterite,BWH,55,7,0
Coconut,19,38,28.5,1975,Alluvial,CWB,55,7,0
Coconut,17.67,36.67,27.17,1875,Alluvial,BWH,45,5.67,0
Coconut,17.67,36.67,27.17,1875,Laterite,BWH,45,5.67,0
Coconut,19,38,28.5,1975,Mountain,AM,55,7,0
Coconut,20,32,26,1800,Red & Yellow,AF,60,8,1
Coconut,20.3,32.45,26.375,1830,Laterite,AM,63,8.3,1
Coconut,17,36,26.5,1825,Mountain,AW,40,5,0
Coconut,18.33,37.33,27.83,1925,Mountain,DFC,50,6.33,0
Coconut,18.33,37.33,27.83,1925,Alluvial,CWB,50,6.33,0
Coconut,18.33,37.33,27.83,1925,Red & Yellow,ET,50,6.33,0
Coconut,22,35,28.5,2000,Red & Yellow,AF,80,10,1
Coconut,19,38,28.5,1975,Alluvial,BWH,55,7,0
Coconut,17.67,36.67,27.17,1875,Black,CWA,45,5.67,0
Coconut,17.67,36.67,27.17,1875,Mountain,CFA,45,5.67,0
Coconut,18.33,37.33,27.83,1925,Red & Yellow,BSH,50,6.33,0
Coconut,17.67,36.67,27.17,1875,Black,AW,45,5.67,0
Coconut,20.5,32.75,26.625,1850,Red & Yellow,AF,65,8.5,1
Coconut,20,32,26,1800,Alluvial,AM,60,8,1
Coconut,19,38,28.5,1975,Mountain,CFA,55,7,0
Coconut,20.2,32.3,26.25,1820,Laterite,AW,62,8.2,1
Coconut,20.9,33.35,27.125,1890,Red & Yellow,AW,69,8.9,1
Coconut,22,35,28.5,2000,Laterite,AW,80,10,1
Coconut,20.6,32.9,26.75,1860,Red & Yellow,AW,66,8.6,1
Coconut,20.3,32.45,26.375,1830,Laterite,AW,63,8.3,1
Coconut,17.67,36.67,27.17,1875,Alluvial,CWA,45,5.67,0
Coconut,17.67,36.67,27.17,1875,Mountain,AM,45,5.67,0
Coconut,20.95,33.43,27.19,1895.24,Alluvial,AW,69.52,8.95,1
Coconut,20.5,32.75,26.625,1850,Laterite,AM,65,8.5,1
Coconut,20.9,33.35,27.125,1890,Laterite,AM,69,8.9,1
Coconut,20.1,32.14,26.12,1809.52,Alluvial,AM,60.95,8.1,1
Coconut,18.33,37.33,27.83,1925,Mountain,CWB,50,6.33,0
Coconut,20.67,33,26.835,1866.67,Alluvial,AW,66.67,8.67,1
Coconut,17,36,26.5,1825,Black,BSH,40,5,0
Coconut,19,38,28.5,1975,Alluvial,BSH,55,7,0
Coconut,17,36,26.5,1825,Red & Yellow,CWB,40,5,0
Coconut,20.4,32.6,26.5,1840,Red & Yellow,AW,64,8.4,1
Coconut,19,38,28.5,1975,Red & Yellow,CSA,55,7,0
Coconut,20.8,33.2,27,1880,Laterite,AM,68,8.8,1
Coconut,20.19,32.29,26.24,1819.05,Red & Yellow,AM,61.9,8.19,1
Coconut,20.8,33.2,27,1880,Red & Yellow,AF,68,8.8,1
Coconut,18.33,37.33,27.83,1925,Mountain,CFA,50,6.33,0
Coconut,21.71,34.57,28.14,1971.43,Alluvial,AM,77.14,9.71,1
Coconut,21.43,34.14,27.785,1942.86,Alluvial,AM,74.29,9.43,1
Coconut,18.33,37.33,27.83,1925,Mountain,AW,50,6.33,0
Coconut,20.76,33.14,26.95,1876.19,Red & Yellow,AM,67.62,8.76,1
Coconut,18.33,37.33,27.83,1925,Red & Yellow,CWA,50,6.33,0
Coconut,17,36,26.5,1825,Mountain,AM,40,5,0
Coconut,21.9,34.85,28.375,1990,Laterite,AM,79,9.9,1
Coconut,20.86,33.29,27.075,1885.71,Red & Yellow,AM,68.57,8.86,1
Coconut,18.33,37.33,27.83,1925,Alluvial,BWH,50,6.33,0
Coconut,20.3,32.45,26.375,1830,Red & Yellow,AF,63,8.3,1
Coconut,21.6,34.4,28,1960,Red & Yellow,AF,76,9.6,1
Coconut,20.6,32.9,26.75,1860,Laterite,AW,66,8.6,1
Coconut,22,35,28.5,2000,Alluvial,AM,80,10,1
Coconut,17,36,26.5,1825,Black,CWA,40,5,0
Coconut,18.33,37.33,27.83,1925,Laterite,CWA,50,6.33,0
Coconut,20.6,32.9,26.75,1860,Laterite,AM,66,8.6,1
Coconut,21.71,34.57,28.14,1971.43,Alluvial,AW,77.14,9.71,1
Coconut,17,36,26.5,1825,Alluvial,BWH,40,5,0
Coconut,20.4,32.6,26.5,1840,Laterite,AW,64,8.4,1
Coconut,17.67,36.67,27.17,1875,Red & Yellow,CWB,45,5.67,0
Coconut,17,36,26.5,1825,Laterite,CWB,40,5,0
Coconut,21.33,34,27.665,1933.33,Alluvial,AM,73.33,9.33,1
Coconut,20.48,32.71,26.595,1847.62,Alluvial,AW,64.76,8.48,1
Coconut,18.33,37.33,27.83,1925,Red & Yellow,CSA,50,6.33,0
Coconut,21.05,33.57,27.31,1904.76,Red & Yellow,AM,70.48,9.05,1
Coconut,18.33,37.33,27.83,1925,Red & Yellow,CWB,50,6.33,0
Coconut,19,38,28.5,1975,Alluvial,CWA,55,7,0
Coconut,20.8,33.2,27,1880,Laterite,AW,68,8.8,1
Coconut,21.9,34.85,28.375,1990,Red & Yellow,AF,79,9.9,1
Coconut,19,38,28.5,1975,Arid,BWH,55,7,0
Coconut,21.52,34.29,27.905,1952.38,Red & Yellow,AM,75.24,9.52,1
Coconut,17,36,26.5,1825,Laterite,BSH,40,5,0
Coconut,21.5,34.25,27.875,1950,Laterite,AM,75,9.5,1
Coconut,21.14,33.71,27.425,1914.29,Alluvial,AM,71.43,9.14,1
Coconut,21.9,34.85,28.375,1990,Red & Yellow,AW,79,9.9,1
Coconut,20.2,32.3,26.25,1820,Red & Yellow,AW,62,8.2,1
Coconut,20.19,32.29,26.24,1819.05,Alluvial,AW,61.9,8.19,1
Coconut,20.29,32.43,26.36,1828.57,Alluvial,AW,62.86,8.29,1
Coconut,17,36,26.5,1825,Mountain,ET,40,5,0
Coconut,18.33,37.33,27.83,1925,Alluvial,CWA,50,6.33,0
Coconut,21.8,34.7,28.25,1980,Red & Yellow,AF,78,9.8,1
Coconut,21.4,34.1,27.75,1940,Red & Yellow,AW,74,9.4,1
Coconut,17.67,36.67,27.17,1875,Mountain,CWA,45,5.67,0
Coconut,17,36,26.5,1825,Red & Yellow,CSA,40,5,0
Coconut,20.76,33.14,26.95,1876.19,Alluvial,AM,67.62,8.76,1
Coconut,20.29,32.43,26.36,1828.57,Alluvial,AM,62.86,8.29,1
Coconut,21.9,34.85,28.375,1990,Laterite,AW,79,9.9,1
Coconut,17.67,36.67,27.17,1875,Red & Yellow,BSH,45,5.67,0
Coconut,19,38,28.5,1975,Mountain,ET,55,7,0
Coconut,20.1,32.15,26.125,1810,Laterite,AW,61,8.1,1
Coconut,21.05,33.57,27.31,1904.76,Alluvial,AW,70.48,9.05,1
Coconut,20.57,32.86,26.715,1857.14,Alluvial,AM,65.71,8.57,1
Coconut,20.48,32.71,26.595,1847.62,Red & Yellow,AM,64.76,8.48,1
Coconut,17.67,36.67,27.17,1875,Alluvial,CWB,45,5.67,0
Coconut,20.1,32.14,26.12,1809.52,Red & Yellow,AM,60.95,8.1,1
Coconut,22,35,28.5,2000,Red & Yellow,AW,80,10,1
Coconut,21.6,34.4,28,1960,Laterite,AW,76,9.6,1
Coconut,19,38,28.5,1975,Red & Yellow,CWA,55,7,0
Coconut,18.33,37.33,27.83,1925,Mountain,AM,50,6.33,0
Coconut,21.81,34.71,28.26,1980.95,Alluvial,AW,78.1,9.81,1
Coconut,20.6,32.9,26.75,1860,Red & Yellow,AF,66,8.6,1
Coconut,20.4,32.6,26.5,1840,Laterite,AM,64,8.4,1
Coconut,17.67,36.67,27.17,1875,Red & Yellow,CSA,45,5.67,0
Coconut,17,36,26.5,1825,Mountain,CFA,40,5,0
Coconut,21.8,34.7,28.25,1980,Red & Yellow,AW,78,9.8,1
Coconut,21,33.5,27.25,1900,Red & Yellow,AW,70,9,1
Coconut,20.48,32.71,26.595,1847.62,Alluvial,AM,64.76,8.48,1
Coconut,21.6,34.4,28,1960,Red & Yellow,AW,76,9.6,1
Coconut,17.67,36.67,27.17,1875,Arid,BSH,45,5.67,0
Coconut,21.62,34.43,28.025,1961.9,Alluvial,AW,76.19,9.62,1
Coconut,21.2,33.8,27.5,1920,Laterite,AW,72,9.2,1
Coconut,22,35,28.5,2000,Alluvial,AW,80,10,1
Coconut,17,36,26.5,1825,Red & Yellow,ET,40,5,0
Coconut,19,38,28.5,1975,Black,CWA,55,7,0
Coconut,21.9,34.86,28.38,1990.48,Alluvial,AM,79.05,9.9,1
Coconut,20.76,33.14,26.95,1876.19,Alluvial,AW,67.62,8.76,1
Coconut,21.62,34.43,28.025,1961.9,Alluvial,AM,76.19,9.62,1
Coconut,18.33,37.33,27.83,1925,Black,BSH,50,6.33,0
Coconut,20.4,32.6,26.5,1840,Red & Yellow,AF,64,8.4,1
Coconut,21.43,34.14,27.785,1942.86,Red & Yellow,AM,74.29,9.43,1
Coconut,21.1,33.65,27.375,1910,Red & Yellow,AW,71,9.1,1
Coconut,21.3,33.95,27.625,1930,Red & Yellow,AF,73,9.3,1
Coconut,21.3,33.95,27.625,1930,Laterite,AW,73,9.3,1
Coconut,20.38,32.57,26.475,1838.1,Red & Yellow,AM,63.81,8.38,1
Coconut,21.4,34.1,27.75,1940,Laterite,AM,74,9.4,1
Coconut,17.67,36.67,27.17,1875,Arid,BWH,45,5.67,0
Coconut,20,32,26,1800,Red & Yellow,AW,60,8,1
Coconut,18.33,37.33,27.83,1925,Mountain,ET,50,6.33,0
Coconut,20.67,33,26.835,1866.67,Red & Yellow,AM,66.67,8.67,1
Coconut,19,38,28.5,1975,Mountain,AW,55,7,0
Coconut,21.3,33.95,27.625,1930,Laterite,AM,73,9.3,1
Coconut,20.38,32.57,26.475,1838.1,Alluvial,AM,63.81,8.38,1
Coconut,21.62,34.43,28.025,1961.9,Red & Yellow,AM,76.19,9.62,1
Coconut,19,38,28.5,1975,Mountain,DFC,55,7,0
Coconut,20.7,33.05,26.875,1870,Laterite,AW,67,8.7,1
Coconut,19,38,28.5,1975,Mountain,CWB,55,7,0
Coconut,17.67,36.67,27.17,1875,Laterite,CWA,45,5.67,0
Coconut,21.9,34.86,28.38,1990.48,Red & Yellow,AM,79.05,9.9,1
Coconut,20.5,32.75,26.625,1850,Laterite,AW,65,8.5,1
Coconut,17,36,26.5,1825,Mountain,CWB,40,5,0
Coconut,20.3,32.45,26.375,1830,Red & Yellow,AW,63,8.3,1
Coconut,21.3,33.95,27.625,1930,Red & Yellow,AW,73,9.3,1
Coconut,21.1,33.65,27.375,1910,Laterite,AM,71,9.1,1
Coconut,17,36,26.5,1825,Arid,BSH,40,5,0
Coconut,21.5,34.25,27.875,1950,Laterite,AW,75,9.5,1
Coconut,17,36,26.5,1825,Arid,BWH,40,5,0
Coconut,20.9,33.35,27.125,1890,Red & Yellow,AF,69,8.9,1
Coconut,17,36,26.5,1825,Mountain,CWA,40,5,0
Coconut,20.57,32.86,26.715,1857.14,Red & Yellow,AM,65.71,8.57,1
Coconut,20.67,33,26.835,1866.67,Alluvial,AM,66.67,8.67,1
Coconut,21.24,33.86,27.55,1923.81,Red & Yellow,AM,72.38,9.24,1
Coconut,18.33,37.33,27.83,1925,Arid,BSH,50,6.33,0
Coconut,21.2,33.8,27.5,1920,Red & Yellow,AW,72,9.2,1
Coconut,21.6,34.4,28,1960,Laterite,AM,76,9.6,1
Coconut,17,36,26.5,1825,Alluvial,CWB,40,5,0
Coconut,21.14,33.71,27.425,1914.29,Red & Yellow,AM,71.43,9.14,1
Coconut,20.1,32.15,26.125,1810,Red & Yellow,AF,61,8.1,1
Coconut,19,38,28.5,1975,Black,BSH,55,7,0
Coconut,21.2,33.8,27.5,1920,Laterite,AM,72,9.2,1
Coconut,18.33,37.33,27.83,1925,Black,CWA,50,6.33,0
Coconut,17.67,36.67,27.17,1875,Red & Yellow,CWA,45,5.67,0
Coconut,21.9,34.86,28.38,1990.48,Alluvial,AW,79.05,9.9,1
Coconut,20.9,33.35,27.125,1890,Laterite,AW,69,8.9,1
Coconut,19,38,28.5,1975,Laterite,CWA,55,7,0
Coconut,21.8,34.7,28.25,1980,Laterite,AW,78,9.8,1
Coconut,17,36,26.5,1825,Red & Yellow,CWA,40,5,0
Coconut,21.05,33.57,27.31,1904.76,Alluvial,AM,70.48,9.05,1
Coconut,20.7,33.05,26.875,1870,Laterite,AM,67,8.7,1
Coconut,21.1,33.65,27.375,1910,Red & Yellow,AF,71,9.1,1
Coconut,19,38,28.5,1975,Mountain,CWA,55,7,0
Coconut,20.19,32.29,26.24,1819.05,Alluvial,AM,61.9,8.19,1
Coconut,18.33,37.33,27.83,1925,Mountain,CWA,50,6.33,0
Dragon Fruit,18.67,38.33,28.5,843.335,Mountain,CWA,75,10.33,0
Dragon Fruit,18.33,37.67,28,796.665,Red & Yellow,AF,70,9.67,0
Dragon Fruit,20.97,32.43,26.7,871.625,Alluvial,BSH,54.86,8.97,1
Dragon Fruit,20.32,30.81,25.565,790.54,Alluvial,CWA,51.62,8.32,1
Dragon Fruit,20.61,31.53,26.07,826.39,Red & Yellow,BSH,53.06,8.61,1
Dragon Fruit,20.05,30.14,25.095,756.76,Alluvial,CWA,50.27,8.05,1
Dragon Fruit,18,37,27.5,750,Mountain,CFA,65,9,0
Dragon Fruit,18.33,37.67,28,796.665,Red & Yellow,CSA,70,9.67,0
Dragon Fruit,18,37,27.5,750,Red & Yellow,AW,65,9,0
Dragon Fruit,19,39,29,890,Red & Yellow,AM,80,11,0
Dragon Fruit,20.97,32.43,26.7,871.625,Alluvial,CWA,54.86,8.97,1
Dragon Fruit,21.06,32.64,26.85,881.945,Red & Yellow,CWA,55.28,9.06,1
Dragon Fruit,21.89,34.72,28.305,986.11,Red & Yellow,BSH,59.44,9.89,1
Dragon Fruit,21,32.5,26.75,875,Red & Yellow,CWA,55,9,1
Dragon Fruit,18.5,38,28.25,820,Mountain,CFA,72.5,10,0
Dragon Fruit,18,37,27.5,750,Red & Yellow,CSA,65,9,0
Dragon Fruit,18,37,27.5,750,Alluvial,CWB,65,9,0
Dragon Fruit,18,37,27.5,750,Arid,BWH,65,9,0
Dragon Fruit,20.32,30.81,25.565,790.54,Alluvial,BSH,51.62,8.32,1
Dragon Fruit,21.5,33.75,27.625,937.5,Red & Yellow,BSH,57.5,9.5,1
Dragon Fruit,20.92,32.3,26.61,864.865,Alluvial,CWA,54.59,8.92,1
Dragon Fruit,21.35,33.38,27.365,918.92,Alluvial,BSH,56.76,9.35,1
Dragon Fruit,20.7,31.76,26.23,837.84,Alluvial,CWA,53.51,8.7,1
Dragon Fruit,18.5,38,28.25,820,Laterite,BWH,72.5,10,0
Dragon Fruit,20.78,31.94,26.36,847.225,Red & Yellow,CWA,53.89,8.78,1
Dragon Fruit,18,37,27.5,750,Laterite,BSH,65,9,0
Dragon Fruit,21.72,34.31,28.015,965.275,Red & Yellow,CWA,58.61,9.72,1
Dragon Fruit,18.67,38.33,28.5,843.335,Alluvial,BWH,75,10.33,0
Dragon Fruit,18,37,27.5,750,Black,CWA,65,9,0
Dragon Fruit,18.33,37.67,28,796.665,Alluvial,BWH,70,9.67,0
Dragon Fruit,20.81,32.03,26.42,851.35,Alluvial,BSH,54.05,8.81,1
Dragon Fruit,18.33,37.67,28,796.665,Arid,BSH,70,9.67,0
Dragon Fruit,21.56,33.89,27.725,944.445,Red & Yellow,CWA,57.78,9.56,1
Dragon Fruit,21.11,32.78,26.945,888.89,Red & Yellow,BSH,55.56,9.11,1
Dragon Fruit,21.39,33.47,27.43,923.61,Red & Yellow,BSH,56.94,9.39,1
Dragon Fruit,21.14,32.84,26.99,891.89,Alluvial,CWA,55.68,9.14,1
Dragon Fruit,19,39,29,890,Alluvial,AM,80,11,0
Dragon Fruit,18,37,27.5,750,Mountain,AW,65,9,0
Dragon Fruit,19,39,29,890,Red & Yellow,ET,80,11,0
Dragon Fruit,20.44,31.11,25.775,805.555,Red & Yellow,BSH,52.22,8.44,1
Dragon Fruit,18,37,27.5,750,Mountain,CWB,65,9,0
Dragon Fruit,18.67,38.33,28.5,843.335,Alluvial,AW,75,10.33,0
Dragon Fruit,20,30,25,750,Alluvial,CWA,50,8,1
Dragon Fruit,21.84,34.59,28.215,979.73,Alluvial,BSH,59.19,9.84,1
Dragon Fruit,21.84,34.59,28.215,979.73,Alluvial,CWA,59.19,9.84,1
Dragon Fruit,21.78,34.44,28.11,972.225,Red & Yellow,CWA,58.89,9.78,1
Dragon Fruit,20.27,30.68,25.475,783.785,Alluvial,CWA,51.35,8.27,1
Dragon Fruit,20.28,30.69,25.485,784.725,Red & Yellow,BSH,51.39,8.28,1
Dragon Fruit,20.27,30.68,25.475,783.785,Alluvial,BSH,51.35,8.27,1
Dragon Fruit,20.54,31.35,25.945,817.565,Alluvial,BSH,52.7,8.54,1
Dragon Fruit,18,37,27.5,750,Red & Yellow,ET,65,9,0
Dragon Fruit,19,39,29,890,Alluvial,CWB,80,11,0
Dragon Fruit,21.72,34.31,28.015,965.275,Red & Yellow,BSH,58.61,9.72,1
Dragon Fruit,21.61,34.03,27.82,951.39,Red & Yellow,CWA,58.06,9.61,1
Dragon Fruit,20.59,31.49,26.04,824.325,Alluvial,BSH,52.97,8.59,1
Dragon Fruit,18.33,37.67,28,796.665,Red & Yellow,CWB,70,9.67,0
Dragon Fruit,21.57,33.92,27.745,945.95,Alluvial,BSH,57.84,9.57,1
Dragon Fruit,20.39,30.97,25.68,798.61,Red & Yellow,BSH,51.94,8.39,1
Dragon Fruit,19,39,29,890,Red & Yellow,AF,80,11,0
Dragon Fruit,18,37,27.5,750,Black,AW,65,9,0
Dragon Fruit,20,30,25,750,Red & Yellow,CWA,50,8,1
Dragon Fruit,20.28,30.69,25.485,784.725,Red & Yellow,CWA,51.39,8.28,1
Dragon Fruit,18.33,37.67,28,796.665,Mountain,CWA,70,9.67,0
Dragon Fruit,20.78,31.94,26.36,847.225,Red & Yellow,BSH,53.89,8.78,1
Dragon Fruit,21.06,32.64,26.85,881.945,Red & Yellow,BSH,55.28,9.06,1
Dragon Fruit,21.73,34.32,28.025,966.215,Alluvial,BSH,58.65,9.73,1
Dragon Fruit,21.03,32.57,26.8,878.375,Alluvial,CWA,55.14,9.03,1
Dragon Fruit,21.83,34.58,28.205,979.165,Red & Yellow,CWA,59.17,9.83,1
Dragon Fruit,18.33,37.67,28,796.665,Mountain,AW,70,9.67,0
Dragon Fruit,18.67,38.33,28.5,843.335,Arid,BWH,75,10.33,0
Dragon Fruit,18,37,27.5,750,Red & Yellow,CWB,65,9,0
Dragon Fruit,20.67,31.67,26.17,833.335,Red & Yellow,CWA,53.33,8.67,1
Dragon Fruit,19,39,29,890,Laterite,CWB,80,11,0
Dragon Fruit,21.62,34.05,27.835,952.7,Alluvial,BSH,58.11,9.62,1
Dragon Fruit,18,37,27.5,750,Black,BSH,65,9,0
Dragon Fruit,18.5,38,28.25,820,Laterite,AM,72.5,10,0
Dragon Fruit,18,37,27.5,750,Laterite,BWH,65,9,0
Dragon Fruit,21.14,32.84,26.99,891.89,Alluvial,BSH,55.68,9.14,1
Dragon Fruit,18,37,27.5,750,Alluvial,AW,65,9,0
Dragon Fruit,20.22,30.54,25.38,777.025,Alluvial,BSH,51.08,8.22,1
